"","position","rank","name","lastName","uri","imageUri","worth","age","source","industry","gender","country","squareImage","worth_billions"
"2040",2040,1999,"Bent Jensen","Jensen","bent-jensen","bent-jensen",1100,66,"electric linear systems","Manufacturing","M","Denmark",NA,1.1
"2041",2041,1999,"Chatchai Kaewbootta","Kaewbootta","chatchai-kaewbootta","chatchai-kaewbootta",1100,66,"auto loans","Finance and Investments","M","Thailand","//specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780",1.1
"2042",2042,1999,"Jonas Kamprad","Kamprad","jonas-kamprad","no-pic",1100,52,"IKEA","Finance and Investments","M","Sweden",NA,1.1
"2043",2043,1999,"Mathias Kamprad","Kamprad","mathias-kamprad","no-pic",1100,48,"IKEA","Finance and Investments","M","Sweden",NA,1.1
"2044",2044,1999,"Peter Kamprad","Kamprad","peter-kamprad","no-pic",1100,53,"IKEA","Finance and Investments","M","Sweden",NA,1.1
"2045",2045,1999,"Madhu Kapur","Kapur","madhu-kapur","no-pic-female",1100,0,"banking","Finance and Investments","F","India",NA,1.1
"2046",2046,1999,"Richard Kayne","Kayne","richard-kayne","no-pic",1100,72,"investments","Finance and Investments","M","United States",NA,1.1
"2047",2047,1999,"Vladimir Kogan","Kogan","vladimir-kogan","no-pic",1100,54,"banking","Diversified","M","Russia",NA,1.1
"2048",2048,1999,"Koh Wee Meng","Koh","koh-wee-meng","koh-wee-meng",1100,54,"real estate, hotels","Real Estate","M","Singapore","//specials-images.forbesimg.com/imageserve/3d6fd5b74280b88dcb6566f2c311f604/416x416.jpg?background=000000&cropX1=174&cropX2=742&cropY1=387&cropY2=956",1.1
"2049",2049,1999,"Koo Bon-Joon","Koo","koo-bon-joon","koo-bon-joon",1100,66,"electronics, household products","Technology","M","South Korea","//specials-images.forbesimg.com/imageserve/e253e736a7aa63ce08acff3dd11d0597/416x416.jpg?background=000000&cropX1=0&cropX2=300&cropY1=2&cropY2=302",1.1
"2050",2050,1999,"Lam Lung On","Lam","lam-lung-on","no-pic",1100,53,"real estate","Real Estate","M","China","//specials-images.forbesimg.com/imageserve/589d0b2c31358e1a35ab0acb/416x416.jpg?background=000000&cropX1=21&cropX2=715&cropY1=56&cropY2=751",1.1
"2051",2051,1999,"Isaac Larian","Larian","isaac-larian","isaac-larian",1100,63,"toys","Manufacturing","M","United States","//specials-images.forbesimg.com/imageserve/5a908e8231358e79a28a1ef6/416x416.jpg?background=000000&cropX1=591&cropX2=2173&cropY1=345&cropY2=1926",1.1
"2052",2052,1999,"Frank Laukien","Laukien","frank-laukien","no-pic",1100,58,"scientific equipment","Manufacturing","M","United States",NA,1.1
"2053",2053,1999,"Lee Joon-Ho","Lee","lee-joon-ho","lee-joon-ho",1100,53,"online games","Technology","M","South Korea","//specials-images.forbesimg.com/imageserve/571a7940a7ea43722d781ff2/416x416.jpg?background=000000&cropX1=40&cropX2=744&cropY1=2&cropY2=706",1.1
"2054",2054,1999,"Lee Sang-Hyuk","Lee","lee-sang-hyuk","lee-sang-hyuk",1100,46,"investments","Technology","M","South Korea","//specials-images.forbesimg.com/imageserve/571a775e4bbe6f6f9574db24/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=3&cropY2=743",1.1
"2055",2055,1999,"Nancy Lerner","Lerner","nancy-lerner","nancy-lerner",1100,57,"banking, credit cards","Finance and Investments","F","United States","//specials-images.forbesimg.com/imageserve/56ce16aae4b062f6b59a7c4e/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=58&cropY2=801",1.1
"2056",2056,1999,"Norma Lerner","Lerner","norma-lerner","norma-lerner",1100,81,"banking","Finance and Investments","F","United States","//specials-images.forbesimg.com/imageserve/4c5034576f7f8449ebd38eb9eeedcf1c/416x416.jpg?background=000000&cropX1=0&cropX2=788&cropY1=42&cropY2=830",1.1
"2057",2057,1999,"Randolph Lerner","Lerner","randolph-lerner","randolph-lerner",1100,56,"banking, credit cards","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/56ce276fe4b062f6b59a7ef3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825",1.1
"2058",2058,1999,"David Xueling Li","Li","david-xueling-li","no-pic",1100,45,"live streaming service","Technology","M","China",NA,1.1
"2059",2059,1999,"Li Tan","Li","li-tan","no-pic-female",1100,53,"pharmaceuticals","Healthcare","F","China",NA,1.1
"2060",2060,1999,"Li Weiguo","Li","li-weiguo","no-pic",1100,53,"construction materials","Manufacturing","M","China",NA,1.1
"2061",2061,1999,"Liang Feng","Liang","liang-feng","no-pic",1100,49,"manufacturing","Manufacturing","M","China","//specials-images.forbesimg.com/imageserve/5a7cd10731358e4955acfa22/416x416.jpg?background=000000&cropX1=180&cropX2=1932&cropY1=155&cropY2=1906",1.1
"2062",2062,1999,"Liang Guangwei","Liang","liang-guangwei","no-pic",1100,54,"conglomerate","Manufacturing","M","China","//specials-images.forbesimg.com/imageserve/5a7cd16631358e4955acfa40/416x416.jpg?background=000000&cropX1=459&cropX2=3130&cropY1=11&cropY2=2684",1.1
"2063",2063,1999,"Liang Shezeng","Liang","liang-shezeng","no-pic",1100,86,"real estate","Real Estate","M","China",NA,1.1
"2064",2064,1999,"Liao Chang","Liao","liao-chang","no-pic",1100,51,"wine","Food and Beverage","M","China",NA,1.1
"2065",2065,1999,"Jenny Lindén Urnes","Lindén Urnes","jenny-linden-urnes","no-pic-female",1100,46,"powdered metal","Manufacturing","F","Sweden",NA,1.1
"2066",2066,1999,"Liu Zhendong","Liu","liu-zhendong","no-pic",1100,47,"industrial parks","Service","M","China",NA,1.1
"2067",2067,1999,"Liu Zhiqiang","Liu","liu-zhiqiang","liu-zhiqiang",1100,53,"conglomerate","Diversified","M","China",NA,1.1
"2068",2068,1999,"Jonathan Lu","Lu","jonathan-lu","no-pic",1100,49,"e-commerce","Technology","M","China","//specials-images.forbesimg.com/imageserve/5a7cc1184bbe6f2652f50974/416x416.jpg?background=000000&cropX1=1164&cropX2=2583&cropY1=164&cropY2=1582",1.1
"2069",2069,1999,"William Macaulay","Macaulay","william-macaulay","william-macaulay",1100,72,"energy investments","Energy","M","United States","//specials-images.forbesimg.com/imageserve/18db999fe5915716ab94c0cb138f19c5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=68&cropY2=812",1.1
"2070",2070,1999,"John Martin","Martin","john-martin","no-pic",1100,66,"pharmaceuticals","Healthcare","M","United States","//specials-images.forbesimg.com/imageserve/5a90aff34bbe6f0fa8266ba5/416x416.jpg?background=000000&cropX1=0&cropX2=1872&cropY1=147&cropY2=2020",1.1
"2071",2071,1999,"Yves-Loic Martin","Martin","yves-loic-martin","no-pic",1100,52,"laboratory services","Healthcare","M","France",NA,1.1
"2072",2072,1999,"Satish Mehta","Mehta","satish-mehta","satish-mehta",1100,67,"pharmaceuticals","Healthcare","M","India","http://specials-images.forbesimg.com/imageserve/57dc49a531358e16c589a744/416x416.jpg?background=000000&cropX1=209&cropX2=694&cropY1=118&cropY2=603",1.1
"2073",2073,1999,"Nikita Mishin","Mishin","nikita-mishin","nikita-mishin",1100,46,"ports, railway transport","Logistics","M","Russia","//specials-images.forbesimg.com/imageserve/5a81b89aa7ea431690134a56/416x416.jpg?background=000000&cropX1=3&cropX2=1333&cropY1=71&cropY2=1402",1.1
"2074",2074,1999,"Konstantin Nikolaev","Nikolaev","konstantin-nikolaev","konstantin-nikolaev",1100,47,"ports, railway transport","Logistics","M","Russia","//specials-images.forbesimg.com/imageserve/5a80aa024bbe6f2652f53ea9/416x416.jpg?background=000000&cropX1=320&cropX2=2336&cropY1=150&cropY2=2167",1.1
"2075",2075,1999,"Simon Nixon","Nixon","simon-nixon","no-pic",1100,50,"price comparison website","Technology","M","United Kingdom","//specials-images.forbesimg.com/imageserve/5a81626ca7ea4316901342e4/416x416.jpg?background=000000&cropX1=1011&cropX2=3349&cropY1=0&cropY2=2336",1.1
"2076",2076,1999,"Michael O'Leary","O'Leary","michael-oleary","no-pic",1100,56,"Ryanair","Service","M","Ireland","//specials-images.forbesimg.com/imageserve/5a7f78c031358e4955ad1d08/416x416.jpg?background=000000&cropX1=1120&cropX2=3394&cropY1=291&cropY2=2564",1.1
"2077",2077,1999,"Liora Ofer","Ofer","liora-ofer","no-pic-female",1100,64,"investments","Finance and Investments","F","Israel","//specials-images.forbesimg.com/imageserve/58b87439a7ea431f321a7a5f/416x416.jpg?background=000000&cropX1=111&cropX2=681&cropY1=15&cropY2=585",1.1
"2078",2078,1999,"Roberto Ongpin","Ongpin","roberto-ongpin","roberto-ongpin",1100,81,"diversified","Diversified","M","Philippines","//specials-images.forbesimg.com/imageserve/c0d4f1ff9a0d79b34b9afad599537fae/416x416.jpg?background=000000&cropX1=217&cropX2=539&cropY1=11&cropY2=333",1.1
"2079",2079,1999,"Niti Osathanugrah","Osathanugrah","niti-osathanugrah","no-pic",1100,44,"investments","Finance and Investments","M","Thailand",NA,1.1
"2080",2080,1999,"Frank Otto","Otto","frank-otto","no-pic",1100,60,"retail","Fashion & Retail","M","Germany",NA,1.1
"2081",2081,1999,"Gretel Packer","Packer","gretel-packer","gretel-packer",1100,51,"casinos","Media & Entertainment","F","Australia","//specials-images.forbesimg.com/imageserve/5a7a53f731358e4955acc87a/416x416.jpg?background=000000&cropX1=87&cropX2=946&cropY1=111&cropY2=970",1.1
"2082",2082,1999,"Alberto Palatchi","Palatchi","alberto-palatchi","no-pic",1100,68,"wedding dresses","Fashion & Retail","M","Spain","//specials-images.forbesimg.com/imageserve/5a810c2aa7ea431690133fce/416x416.jpg?background=000000&cropX1=937&cropX2=3124&cropY1=206&cropY2=2395",1.1
"2083",2083,1999,"Peng Jianhu","Peng","peng-jianhu","no-pic",1100,61,"tourism","Media & Entertainment","M","China","//specials-images.forbesimg.com/imageserve/5a7ce4d34bbe6f2652f50f9c/416x416.jpg?background=000000&cropX1=1566&cropX2=2400&cropY1=491&cropY2=1325",1.1
"2084",2084,1999,"Lucy Peng","Peng","lucy-peng","lucy-peng",1100,45,"e-commerce","Technology","F","China","//specials-images.forbesimg.com/imageserve/01ced083e93c20caaf0fcb876be45608/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743",1.1
"2085",2085,1999,"Andrei Rappoport","Rappoport","andrei-rappoport","andrei-rappoport",1100,54,"investments","Finance and Investments","M","Russia","//specials-images.forbesimg.com/imageserve/5a80938ca7ea4316901339fe/416x416.jpg?background=000000&cropX1=34&cropX2=1677&cropY1=17&cropY2=1661",1.1
"2086",2086,1999,"Andrea Reimann-Ciardelli","Reimann-Ciardelli","andrea-reimann-ciardelli","no-pic-female",1100,61,"consumer goods","Fashion & Retail","F","United States",NA,1.1
"2087",2087,1999,"Igor Rotenberg","Rotenberg","igor-rotenberg","no-pic",1100,44,"construction, real estate","Diversified","M","Russia",NA,1.1
"2088",2088,1999,"Alan Rydge","Rydge","alan-rydge","alan-rydge",1100,65,"entertainment","Real Estate","M","Australia","//specials-images.forbesimg.com/imageserve/ecaea0c06abbd1976a433bac8bbc4571/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=2&cropY2=745",1.1
"2089",2089,1999,"Chris Sacca","Sacca","chris-sacca","chris-sacca",1100,42,"venture capital investing","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/5a9096094bbe6f0fa826695f/416x416.jpg?background=000000&cropX1=523&cropX2=1474&cropY1=206&cropY2=1157",1.1
"2090",2090,1999,"Alexander Samwer","Samwer","alexander-samwer","alexander-samwer",1100,43,"tech investments","Technology","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e055ea7ea431690131ce8/416x416.jpg?background=000000&cropX1=8&cropX2=1711&cropY1=127&cropY2=1829",1.1
"2091",2091,1999,"Marc Samwer","Samwer","marc-samwer","marc-samwer",1100,47,"tech investments","Technology","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e2c6a31358e4955ad1168/416x416.jpg?background=000000&cropX1=994&cropX2=3323&cropY1=10&cropY2=2339",1.1
"2092",2092,1999,"Oliver Samwer","Samwer","oliver-samwer","oliver-samwer",1100,44,"tech investments","Technology","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e30c54bbe6f2652f527bf/416x416.jpg?background=000000&cropX1=343&cropX2=3006&cropY1=6&cropY2=2667",1.1
"2093",2093,1999,"Neil Shen","Shen","neil-shen","neil-shen",1100,50,"venture capital","Finance and Investments","M","Hong Kong","//specials-images.forbesimg.com/imageserve/56ec6894e4b0c144a7f79796/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743",1.1
"2094",2094,1999,"Albert Shigaboutdinov","Shigaboutdinov","albert-shigaboutdinov","albert-shigaboutdinov",1100,65,"refinery, chemicals","Diversified","M","Russia","//specials-images.forbesimg.com/imageserve/5a807a5e4bbe6f2652f53c13/416x416.jpg?background=000000&cropX1=601&cropX2=2934&cropY1=5&cropY2=2336",1.1
"2095",2095,1999,"Shin Dong-Joo","Shin","shin-dong-joo","shin-dong-joo",1100,64,"retail","Fashion & Retail","M","South Korea","//specials-images.forbesimg.com/imageserve/5a81092f31358e4955ad2fe2/416x416.jpg?background=000000&cropX1=0&cropX2=1463&cropY1=86&cropY2=1549",1.1
"2096",2096,1999,"Yoshiko Shinohara","Shinohara","yoshiko-shinohara","yoshiko-shinohara",1100,83,"staffing","Service","F","Japan","//specials-images.forbesimg.com/imageserve/589fcb37a7ea431f32194e2f/416x416.jpg?background=000000&cropX1=147&cropX2=596&cropY1=230&cropY2=680",1.1
"2097",2097,1999,"Analjit Singh","Singh","analjit-singh","analjit-singh",1100,64,"healthcare","Healthcare","M","India","//specials-images.forbesimg.com/imageserve/5a7f04ee31358e4955ad1755/416x416.jpg?background=000000&cropX1=2503&cropX2=4372&cropY1=16&cropY2=1884",1.1
"2098",2098,1999,"Stephen Smith","Smith","stephen-smith","no-pic",1100,66,"finance and investments","Finance and Investments","M","Canada","//specials-images.forbesimg.com/imageserve/5a96cf304bbe6f0fa826db53/416x416.jpg?background=000000&cropX1=0&cropX2=1920&cropY1=104&cropY2=2025",1.1
"2099",2099,1999,"Michael Steinhardt","Steinhardt","michael-steinhardt","michael-steinhardt",1100,77,"finance","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/5a90ac1e4bbe6f0fa8266b40/416x416.jpg?background=000000&cropX1=506&cropX2=2486&cropY1=81&cropY2=2061",1.1
"2100",2100,1999,"Svein Stole","Stole","svein-stole","no-pic",1100,54,"investments","Finance and Investments","M","Norway","//specials-images.forbesimg.com/imageserve/58a390f631358e1a35ab6405/416x416.jpg?background=000000&cropX1=114&cropX2=705&cropY1=10&cropY2=601",1.1
"2101",2101,1999,"Rustem Sulteev","Sulteev","rustem-sulteev","rustem-sulteev",1100,64,"refinery, chemicals","Energy","M","Russia","//specials-images.forbesimg.com/imageserve/5a80b4224bbe6f2652f53fd0/416x416.jpg?background=000000&cropX1=4&cropX2=2224&cropY1=9&cropY2=2228",1.1
"2102",2102,1999,"Julio Patricio Supervielle","Supervielle","julio-patricio-supervielle","no-pic",1100,61,"banking","Finance and Investments","M","Argentina","//specials-images.forbesimg.com/imageserve/5a7a303231358e4955acc511/416x416.jpg?background=000000&cropX1=1360&cropX2=2600&cropY1=180&cropY2=1419",1.1
"2103",2103,1999,"Min-Liang Tan","Tan","min-liang-tan","min-liang-tan",1100,40,"gaming","Media & Entertainment","M","Singapore","//specials-images.forbesimg.com/imageserve/5a80ed304bbe6f2652f542d5/416x416.jpg?background=000000&cropX1=554&cropX2=3223&cropY1=0&cropY2=2667",1.1
"2104",2104,1999,"Hary Tanoesoedibjo","Tanoesoedibjo","hary-tanoesoedibjo","hary-tanoesoedibjo",1100,52,"media","Media & Entertainment","M","Indonesia","//specials-images.forbesimg.com/imageserve/5a7f6d564bbe6f2652f53231/416x416.jpg?background=000000&cropX1=206&cropX2=2800&cropY1=74&cropY2=2668",1.1
"2105",2105,1999,"Sukanto Tanoto","Tanoto","sukanto-tanoto","sukanto-tanoto",1100,68,"diversified","Diversified","M","Indonesia","//specials-images.forbesimg.com/imageserve/a96a99f9ad71a1c36b18128c2ee29d72/416x416.jpg?background=000000&cropX1=92&cropX2=720&cropY1=135&cropY2=763",1.1
"2106",2106,1999,"Tiong Hiew King","Tiong","tiong-hiew-king","tiong-hiew-king",1100,82,"timber, media","Diversified","M","Malaysia","//specials-images.forbesimg.com/imageserve/e3e7e9c8c53ae71eaaa4fe81fad75e44/416x416.jpg?background=000000&cropX1=2&cropX2=703&cropY1=3&cropY2=704",1.1
"2107",2107,1999,"Laurie Tisch","Tisch","laurie-tisch","no-pic-female",1100,67,"insurance, NFL team","Diversified","F","United States",NA,1.1
"2108",2108,1999,"Steven Tisch","Tisch","steven-tisch","no-pic",1100,69,"insurance","Diversified","M","United States",NA,1.1
"2109",2109,1999,"James Truchard","Truchard","james-truchard","no-pic",1100,74,"software","Technology","M","United States","//specials-images.forbesimg.com/imageserve/5a90a9434bbe6f0fa8266b0b/416x416.jpg?background=000000&cropX1=0&cropX2=1500&cropY1=54&cropY2=1554",1.1
"2110",2110,1999,"Vardis Vardinoyannis","Vardinoyannis & family","vardis-vardinoyannis-family","no-pic",1100,85,"oil and gas","Energy","M","Greece","//specials-images.forbesimg.com/imageserve/5a871defa7ea43169013afa6/416x416.jpg?background=000000&cropX1=969&cropX2=4338&cropY1=281&cropY2=3648",1.1
"2111",2111,1999,"Murat Vargi","Vargi","murat-vargi","murat-vargi",1100,70,"telecom","Telecom","M","Turkey","//specials-images.forbesimg.com/imageserve/58b7485a31358e1a35ac5079/416x416.jpg?background=000000&cropX1=39&cropX2=680&cropY1=35&cropY2=676",1.1
"2112",2112,1999,"Wan Lianbu","Wan","wan-lianbu","no-pic",1100,52,"fertilizers","Manufacturing","M","China",NA,1.1
"2113",2113,1999,"Wang Miaotong","Wang","wang-miaotong","no-pic",1100,60,"auto parts","Automotive","M","China",NA,1.1
"2114",2114,1999,"Wang Zhenghua","Wang","wang-zhenghua","wang-zhenghua",1100,73,"budget airline","Service","M","China","//specials-images.forbesimg.com/imageserve/5a7d055da7ea431690130d9b/416x416.jpg?background=000000&cropX1=881&cropX2=4133&cropY1=14&cropY2=3264",1.1
"2115",2115,1999,"Wen Jianping","Wen","wen-jianping","wen-jianping",1100,56,"sewage treatment","Service","M","China","//specials-images.forbesimg.com/imageserve/888de6700061e95179d28f706cfe2196/416x416.jpg?background=000000&cropX1=50&cropX2=697&cropY1=0&cropY2=648",1.1
"2116",2116,1999,"Myron Wentz","Wentz","myron-wentz","no-pic",1100,78,"health products","Fashion & Retail","M","St. Kitts and Nevis","//specials-images.forbesimg.com/imageserve/5a87186431358e4955ada187/416x416.jpg?background=000000&cropX1=0&cropX2=2001&cropY1=73&cropY2=2074",1.1
"2117",2117,1999,"Xia Zuoquan","Xia","xia-zuoquan","xia-zuoquan",1100,56,"automobiles","Automotive","M","China","//specials-images.forbesimg.com/imageserve/43cf0251db56b4feefcd4ddd877d09ed/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=31&cropY2=772",1.1
"2118",2118,1999,"Swift Xie","Xie","swift-xie","no-pic",1100,0,"drones","Technology","M","China",NA,1.1
"2119",2119,1999,"Yao Jinbo","Yao","yao-jinbo","yao-jinbo",1100,42,"online marketplace","Technology","M","China",NA,1.1
"2120",2120,1999,"Fatma Tuba Yazici","Yazici","fatma-tuba-yazici","no-pic-female",1100,44,"diversified","Diversified","F","Turkey",NA,1.1
"2121",2121,1999,"Zhang Zhirong","Zhang","zhang-zhirong","zhang-zhirong",1100,49,"real estate, shipbuilding","Diversified","M","Hong Kong","//specials-images.forbesimg.com/imageserve/de34525958dbc6544d59b65b8b7f34a2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744",1.1
"2122",2122,1999,"Zhao Yan","Zhao","zhao-yan","no-pic-female",1100,51,"real estate, finance","Diversified","F","China",NA,1.1
"2123",2123,1999,"Zhou Zongwen","Zhou","zhou-zongwen","no-pic",1100,61,"jewelry","Fashion & Retail","M","China",NA,1.1
"2124",2124,2124,"Raamdeo Agrawal","Agrawal","raamdeo-agrawal","no-pic",1000,61,"financial services","Finance and Investments","M","India","//specials-images.forbesimg.com/imageserve/5a7f439a4bbe6f2652f52fd9/416x416.jpg?background=000000&cropX1=1046&cropX2=2903&cropY1=811&cropY2=2667",1
"2125",2125,2124,"Maurizio Billi","Billi","maurizio-billi","no-pic",1000,60,"generic drugs","Healthcare","M","Brazil","//specials-images.forbesimg.com/imageserve/5a7b8e8ea7ea43169012f07e/416x416.jpg?background=000000&cropX1=307&cropX2=843&cropY1=812&cropY2=1349",1
